event_id,decline_code,retry_count,hours_since_failure,day_of_month,customer_tenure_months,subscription_value,prior_recovery_outcome,action,true_p_success,outcome
evt_001499_78e17191,expired_card,3,0.5,7,6,499.0,recovered,stop,0.0,0
evt_001500_1e830b83,insufficient_funds,0,24.4,7,3,1499.0,none,nudge_whatsapp,0.5292508210982304,1
evt_001501_ec7122e9,issuer_unavailable,0,0.7,13,15,199.0,none,retry_now,0.8027645282329968,0
evt_001502_e29da464,insufficient_funds,0,3.5,10,8,999.0,none,retry_now,0.31641462384864616,0
evt_001503_2555f3aa,insufficient_funds,1,86.2,22,21,999.0,recovered,nudge_whatsapp,0.5005046391594816,0
evt_001504_ebd2d9cd,issuer_unavailable,1,5.9,17,22,499.0,recovered,retry_now,0.7672101692152766,1
evt_001505_3c77cae4,insufficient_funds,0,21.6,15,25,499.0,none,retry_later,0.5542522672637754,1
evt_001506_07931a30,expired_card,0,1.0,17,8,199.0,none,escalate_human,0.7431918180261369,1
evt_001507_f91f00a8,insufficient_funds,2,25.7,12,9,1499.0,none,nudge_whatsapp,0.33817602297107446,0
evt_001508_a476c388,expired_card,4,11.2,27,67,499.0,recovered,escalate_human,0.5728713433210607,1
evt_001509_e1fb7119,insufficient_funds,1,39.7,26,36,499.0,none,retry_now,0.43512674879606483,0
evt_001510_404fc8ce,insufficient_funds,1,2.8,29,56,999.0,none,stop,0.0,0
evt_001511_4c3b3251,insufficient_funds,0,8.9,18,6,999.0,none,nudge_whatsapp,0.4887018519783651,0
evt_001512_1c80e827,insufficient_funds,1,1.4,4,11,499.0,none,retry_later,0.5668402543787454,1
evt_001513_073c3970,insufficient_funds,0,0.6,9,23,199.0,recovered,nudge_whatsapp,0.596768531290762,1
evt_001514_82237faf,issuer_unavailable,0,23.3,16,27,999.0,none,retry_later,0.8851246355030148,1
evt_001515_a7667324,issuer_unavailable,0,2.6,9,11,199.0,none,voice_call,0.7914844625677858,1
evt_001516_43e73566,expired_card,0,7.9,29,15,199.0,churned,retry_later,0.16020632271669838,1
evt_001517_ebb22808,insufficient_funds,1,29.4,15,3,199.0,none,retry_now,0.21808945607998784,1
evt_001518_c522d173,insufficient_funds,1,3.0,27,9,199.0,none,nudge_whatsapp,0.5815089692141236,0
evt_001519_a82bf5b9,do_not_honor,0,28.5,16,2,499.0,none,retry_now,0.02389268941058276,0
evt_001520_e053e0f7,insufficient_funds,3,4.4,9,37,2499.0,none,retry_now,0.2257051630111698,1
evt_001521_6957c97f,insufficient_funds,0,10.0,16,8,199.0,none,nudge_sms,0.44469392019442994,1
evt_001522_2c565272,insufficient_funds,0,14.5,31,26,199.0,none,escalate_human,0.9183397445384054,1
evt_001523_c912a1ef,issuer_unavailable,2,2.1,6,18,1499.0,none,retry_later,0.7681287533778725,1
evt_001524_6d6c0840,insufficient_funds,3,2.0,5,1,999.0,none,nudge_sms,0.2830940597983163,1
evt_001525_658b6a34,insufficient_funds,1,2.0,15,30,499.0,recovered,retry_now,0.3236966267452597,1
evt_001526_0fc9a6ee,insufficient_funds,0,60.7,27,10,999.0,recovered,retry_later,0.6454208378359672,1
evt_001527_471678fc,issuer_unavailable,1,12.9,4,13,499.0,none,voice_call,0.7471700903233289,1
evt_001528_7d6874b5,stolen_card,0,32.8,25,32,999.0,none,nudge_whatsapp,0.01536770556527555,0
evt_001529_05ae6fee,insufficient_funds,0,6.6,21,6,499.0,recovered,retry_later,0.4786618258461974,0
evt_001530_80a66eef,issuer_unavailable,3,5.3,20,2,1499.0,none,stop,0.0,0
evt_001531_a27a8cde,insufficient_funds,0,20.6,16,20,499.0,recovered,nudge_whatsapp,0.5542522672637755,0
evt_001532_18c10cad,insufficient_funds,0,14.5,9,26,999.0,none,retry_later,0.5871069880742175,0
evt_001533_9b99162e,issuer_unavailable,0,8.3,24,4,999.0,none,nudge_whatsapp,0.6241186728031638,1
evt_001534_8bb1e353,issuer_unavailable,3,6.6,8,17,499.0,churned,escalate_human,0.6919804382311823,1
evt_001535_d860510a,issuer_unavailable,2,7.8,28,6,499.0,none,nudge_whatsapp,0.48068047909749984,0
evt_001536_b2db853a,insufficient_funds,0,7.2,12,22,199.0,none,stop,0.0,0
evt_001537_ab7c68d0,issuer_unavailable,0,7.0,17,3,999.0,none,retry_later,0.8267296643437054,1
evt_001538_551f8ee5,do_not_honor,0,22.2,22,2,499.0,none,nudge_whatsapp,0.025086962153479813,0
evt_001539_63d5b51e,do_not_honor,0,23.7,8,16,499.0,none,nudge_sms,0.024602428402739435,0
evt_001540_eb3a2743,issuer_unavailable,0,2.9,25,20,499.0,recovered,voice_call,0.8231410604278478,1
evt_001541_66542510,issuer_unavailable,4,6.1,26,2,999.0,none,retry_later,0.5480312888946332,1
evt_001542_65d5e6fe,do_not_honor,0,10.0,7,3,199.0,none,nudge_whatsapp,0.025086962153479813,0
evt_001543_5e0a648a,insufficient_funds,0,0.1,10,2,199.0,none,nudge_sms,0.434035612334365,1
evt_001544_d66a330f,issuer_unavailable,0,18.2,29,13,499.0,none,stop,0.0,0
evt_001545_b8825f12,stolen_card,2,33.6,2,6,199.0,recovered,voice_call,0.015292230913827184,0
evt_001546_0828e48c,insufficient_funds,0,2.1,12,21,499.0,none,retry_later,0.5420422235910448,0
evt_001547_4df43ff3,issuer_unavailable,3,11.8,1,17,999.0,none,retry_now,0.6433651456944018,1
evt_001548_024d5da5,insufficient_funds,1,1.6,21,1,1499.0,none,escalate_human,0.5596401848451408,0
evt_001549_c81d6ea8,stolen_card,0,5.9,30,10,499.0,recovered,retry_later,0.015217121208656299,0
evt_001550_10ccd689,do_not_honor,2,6.6,5,14,499.0,recovered,nudge_whatsapp,0.024245026490228132,0
evt_001551_63dfb703,insufficient_funds,0,4.3,7,1,199.0,none,nudge_sms,0.46932283992882873,1
evt_001552_25b22f97,expired_card,2,13.2,12,45,199.0,none,nudge_sms,0.5062777467535817,1
evt_001553_18f9d964,insufficient_funds,0,42.8,19,4,499.0,none,nudge_whatsapp,0.4821493181628515,1
evt_001554_2cfcd2f9,stolen_card,3,3.7,12,18,499.0,none,escalate_human,0.01563476563944474,0
evt_001555_1fd4125c,expired_card,0,9.9,6,4,199.0,none,retry_now,0.08453821971648467,0
evt_001556_a48eaa45,expired_card,0,8.8,26,32,499.0,none,nudge_whatsapp,0.7094510480067081,1
evt_001557_f6c341ab,issuer_unavailable,0,9.2,12,5,999.0,churned,escalate_human,0.8327316881958777,1
evt_001558_784eb729,insufficient_funds,2,0.5,13,1,199.0,recovered,retry_now,0.16052080873382576,0
evt_001559_2738fabd,issuer_unavailable,0,5.9,3,14,2499.0,none,nudge_whatsapp,0.686258164840712,0
evt_001560_24614c09,insufficient_funds,0,7.2,15,9,199.0,churned,voice_call,0.572770797124407,0
evt_001561_76a00dfe,insufficient_funds,0,24.0,1,5,199.0,none,retry_later,0.8455347349164652,1
evt_001562_cb7988a4,stolen_card,0,2.7,9,5,499.0,recovered,nudge_whatsapp,0.01536770556527555,0
evt_001563_d5b3801e,insufficient_funds,2,0.0,17,13,499.0,none,nudge_whatsapp,0.3509046897935085,0
evt_001564_8f820f66,issuer_unavailable,3,24.4,28,7,499.0,none,retry_later,0.6665636016460136,1
evt_001565_d41d71a2,stolen_card,1,5.1,19,13,999.0,none,nudge_whatsapp,0.01510513718986263,0
evt_001566_d3ab450c,insufficient_funds,1,5.8,19,2,999.0,none,escalate_human,0.5562079520327995,0
evt_001567_8d2b4607,expired_card,1,15.2,21,16,199.0,none,retry_now,0.0744650100643992,0
evt_001568_554a0dde,stolen_card,0,10.8,10,35,2499.0,none,nudge_whatsapp,0.01536770556527555,0
evt_001569_e1655912,expired_card,0,8.0,1,10,199.0,none,retry_later,0.15446526508353475,0
evt_001570_2c61634d,do_not_honor,0,0.8,2,4,499.0,none,retry_now,0.02389268941058276,0
evt_001571_82b54a09,insufficient_funds,0,23.1,22,12,1499.0,none,nudge_sms,0.49300509571972423,1
evt_001572_ddbf802b,issuer_unavailable,4,7.9,30,8,499.0,none,nudge_whatsapp,0.34524653939368083,0
evt_001573_ff4f956a,stolen_card,1,8.3,7,6,2499.0,recovered,stop,0.0,0
evt_001574_97353039,expired_card,0,0.7,17,4,499.0,none,escalate_human,0.7276287127018973,1
evt_001575_8397db49,expired_card,2,38.5,3,14,199.0,churned,stop,0.0,0
evt_001576_e427b97e,insufficient_funds,0,6.9,6,16,199.0,recovered,nudge_whatsapp,0.6174795052961776,1
evt_001577_2cce14c6,insufficient_funds,0,3.7,20,4,199.0,recovered,retry_now,0.2952425645326248,1
evt_001578_38378699,issuer_unavailable,3,0.7,21,1,499.0,none,stop,0.0,0
evt_001579_737a15ad,issuer_unavailable,0,20.4,15,4,1499.0,recovered,nudge_sms,0.5700072452315257,1
evt_001580_dc6b1253,insufficient_funds,0,2.3,4,9,999.0,recovered,nudge_sms,0.6175048473903268,1
evt_001581_c87c4992,expired_card,1,9.5,23,11,999.0,none,escalate_human,0.6877012803499902,1
evt_001582_482bdb51,insufficient_funds,0,4.4,3,1,499.0,churned,nudge_whatsapp,0.6890094640517656,1
evt_001583_6101a3ce,insufficient_funds,0,36.9,18,1,499.0,none,voice_call,0.5363462495870313,0
evt_001584_5e51726b,do_not_honor,0,5.7,30,36,1499.0,none,nudge_sms,0.024602428402739435,0
evt_001585_7369e996,insufficient_funds,1,11.9,19,7,499.0,churned,retry_later,0.38664591092228195,1
evt_001586_2ec56a75,expired_card,0,2.1,27,20,199.0,none,retry_now,0.11645635615938733,0
evt_001587_9c2320c7,insufficient_funds,0,6.7,4,1,499.0,none,voice_call,0.6536293985449113,1
evt_001588_789f46cd,insufficient_funds,2,1.1,4,15,499.0,none,stop,0.0,0
evt_001589_4c956867,do_not_honor,0,7.5,9,5,999.0,churned,nudge_whatsapp,0.025086962153479813,0
evt_001590_6c4c4b77,insufficient_funds,4,22.5,15,3,2499.0,churned,escalate_human,0.3043147057486527,0
evt_001591_6f8bad50,expired_card,2,8.0,21,4,499.0,none,nudge_sms,0.3520494834637688,1
evt_001592_3512902d,insufficient_funds,2,9.2,4,14,1499.0,none,retry_later,0.494742928287492,0
evt_001593_e285c90d,insufficient_funds,1,7.9,9,4,499.0,none,nudge_whatsapp,0.41629989194824385,1
evt_001594_f7f761af,issuer_unavailable,0,26.4,19,14,499.0,none,retry_later,0.8563269850014574,1
evt_001595_13a6e17a,expired_card,0,3.4,21,5,199.0,none,voice_call,0.6479310875026615,1
evt_001596_49d51226,issuer_unavailable,1,10.6,19,6,499.0,none,escalate_human,0.7816166343618765,1
evt_001597_439b0260,insufficient_funds,2,2.5,30,4,2499.0,none,retry_later,0.7271082163411295,0
evt_001598_854f2b5c,insufficient_funds,1,29.4,26,1,499.0,none,stop,0.0,0
evt_001599_b4fb136a,do_not_honor,0,9.7,29,4,999.0,none,retry_later,0.024843544141003683,0
evt_001600_6ca931ba,do_not_honor,0,4.7,9,8,499.0,none,retry_now,0.02389268941058276,0
evt_001601_d9b45fe5,insufficient_funds,0,16.5,18,24,499.0,none,voice_call,0.6469460194825455,1
evt_001602_d577da59,expired_card,0,18.1,4,5,999.0,none,nudge_sms,0.5432853493826167,0
evt_001603_33f1ff6f,issuer_unavailable,0,2.1,3,5,1499.0,none,stop,0.0,0
evt_001604_da7a9ea3,insufficient_funds,0,2.2,31,15,2499.0,none,retry_now,0.6681877721681662,1
evt_001605_535b4e30,insufficient_funds,2,0.8,10,21,199.0,none,stop,0.0,0
evt_001606_2aa5ef88,do_not_honor,1,1.4,31,2,999.0,none,nudge_sms,0.024185953768396405,0
evt_001607_ab1e59fc,insufficient_funds,0,3.5,31,5,199.0,churned,stop,0.0,0
evt_001608_2f64f43b,issuer_unavailable,2,10.2,22,8,499.0,none,nudge_sms,0.41918904888022207,1
evt_001609_46971744,issuer_unavailable,1,9.0,14,19,999.0,none,nudge_whatsapp,0.6065002589963105,1
evt_001610_9717c7de,issuer_unavailable,0,12.6,21,12,499.0,recovered,nudge_whatsapp,0.6570008658779972,1
evt_001611_57e728c0,issuer_unavailable,0,11.8,7,4,999.0,none,retry_later,0.8330037875265612,0
evt_001612_ec59e209,insufficient_funds,3,16.4,13,44,999.0,recovered,retry_later,0.35544255878702374,0
evt_001613_2136c562,stolen_card,0,5.6,11,14,999.0,churned,voice_call,0.015828313967089842,0
evt_001614_4c1724d8,expired_card,0,4.3,20,16,199.0,recovered,retry_later,0.14518637493655406,0
evt_001615_f16392cd,expired_card,0,0.1,6,10,199.0,none,retry_later,0.13444393484637235,0
evt_001616_0cac1f60,insufficient_funds,0,13.1,13,2,499.0,recovered,nudge_whatsapp,0.46874075049400205,0
evt_001617_440afe63,insufficient_funds,0,7.2,19,3,499.0,none,stop,0.0,0
evt_001618_eff493c2,issuer_unavailable,3,3.9,19,36,499.0,none,nudge_whatsapp,0.5187692530340017,0
evt_001619_ed4dee93,expired_card,2,9.5,18,3,499.0,churned,retry_later,0.06086294624357349,0
evt_001620_9d01afd2,issuer_unavailable,0,14.8,11,4,199.0,recovered,retry_later,0.8302126073689248,1
evt_001621_53524cc1,issuer_unavailable,0,8.0,4,1,999.0,none,nudge_sms,0.5728713433210606,1
evt_001622_fa6260f3,insufficient_funds,0,1.7,6,5,199.0,recovered,retry_later,0.5396325935676815,1
evt_001623_4e3a903c,issuer_unavailable,0,4.6,12,7,1499.0,none,retry_now,0.7764526314451277,1
evt_001624_d6867849,stolen_card,0,27.5,19,3,499.0,none,retry_later,0.015217121208656299,0
evt_001625_9d006aa8,issuer_unavailable,0,46.4,21,9,2499.0,none,escalate_human,0.8442185592779582,1
evt_001626_c60db57b,do_not_honor,1,24.4,1,9,999.0,recovered,retry_now,0.023487940058211195,0
evt_001627_ced2c67b,insufficient_funds,3,17.6,31,31,499.0,recovered,nudge_whatsapp,0.7807427479121283,1
evt_001628_c5fad731,do_not_honor,0,2.5,28,8,499.0,none,nudge_whatsapp,0.025086962153479813,0
evt_001629_e3fce855,insufficient_funds,2,1.0,2,15,499.0,none,nudge_sms,0.6367786063254949,1
evt_001630_4b2766dc,issuer_unavailable,1,4.8,21,13,499.0,churned,stop,0.0,0
evt_001631_652ec876,issuer_unavailable,1,12.5,24,5,999.0,none,nudge_sms,0.4942670154171805,1
evt_001632_3b6bed2c,stolen_card,1,0.2,13,24,999.0,none,voice_call,0.015558000113418654,0
evt_001633_3c72ea70,issuer_unavailable,0,13.6,21,12,199.0,none,retry_later,0.8519474305074459,1
evt_001634_c4a1e7a6,insufficient_funds,1,5.7,13,15,199.0,none,voice_call,0.5189014621017247,1
evt_001635_97fb45bc,insufficient_funds,0,10.3,12,2,999.0,none,stop,0.0,0
evt_001636_5c9d3629,issuer_unavailable,3,29.1,21,28,499.0,recovered,retry_later,0.734964304083376,0
evt_001637_ff1d9f07,insufficient_funds,2,0.1,25,5,999.0,none,voice_call,0.4413773169493049,0
evt_001638_f7afceba,insufficient_funds,0,8.2,8,2,999.0,recovered,escalate_human,0.6627918860548038,1
evt_001639_5f377228,issuer_unavailable,0,19.0,2,44,999.0,none,escalate_human,0.9139860850436979,1
evt_001640_f42374b7,do_not_honor,0,3.6,7,16,499.0,none,nudge_whatsapp,0.025086962153479813,0
evt_001641_2f8344be,do_not_honor,0,14.1,7,4,999.0,none,stop,0.0,0
evt_001642_d564d762,insufficient_funds,0,5.4,14,32,199.0,churned,retry_later,0.5902345517311949,1
evt_001643_5bdf8bf3,do_not_honor,2,2.8,4,2,499.0,recovered,retry_later,0.024009576565228712,0
evt_001644_32e1508e,insufficient_funds,0,2.6,22,11,499.0,churned,nudge_whatsapp,0.5379316186077514,0
evt_001645_e65f8594,insufficient_funds,3,22.8,14,2,199.0,recovered,stop,0.0,0
evt_001646_77d11266,insufficient_funds,0,14.9,13,28,999.0,none,nudge_whatsapp,0.5974375967727831,1
evt_001647_8244d1fb,stolen_card,0,4.2,31,9,999.0,none,nudge_whatsapp,0.01536770556527555,0
evt_001648_5debcba4,stolen_card,1,3.2,4,14,499.0,churned,voice_call,0.015558000113418654,0
evt_001649_c1668c39,insufficient_funds,4,29.9,1,13,499.0,recovered,nudge_whatsapp,0.6364525402815663,1
evt_001650_97f2032f,issuer_unavailable,1,16.6,27,13,499.0,recovered,nudge_whatsapp,0.5947352733635582,0
evt_001651_53b93498,do_not_honor,2,11.0,18,10,199.0,recovered,voice_call,0.02496496406763323,0
evt_001652_b5854df0,stolen_card,0,9.9,1,29,1499.0,recovered,escalate_human,0.016463644763656287,0
evt_001653_f957c2b1,insufficient_funds,0,20.8,30,9,199.0,recovered,retry_later,0.8556968659094812,1
evt_001654_9d135b0f,stolen_card,0,9.8,27,12,999.0,recovered,retry_now,0.014629178170484324,0
evt_001655_4b9538f2,insufficient_funds,0,7.4,5,38,2499.0,churned,retry_later,0.7152121230242848,1
evt_001656_2770e95e,do_not_honor,1,16.4,9,7,199.0,churned,escalate_human,0.026403509502070335,0
evt_001657_d6987223,expired_card,0,8.4,27,9,199.0,none,nudge_sms,0.5630564522735937,1
evt_001658_0ab3cdb7,issuer_unavailable,1,4.1,8,9,199.0,none,escalate_human,0.7940306013234287,0
evt_001659_d52aa385,stolen_card,3,14.0,6,7,999.0,churned,stop,0.0,0
evt_001660_b6860453,insufficient_funds,0,3.4,25,8,999.0,recovered,retry_now,0.35995161485984095,1
evt_001661_3ff814f7,insufficient_funds,1,21.0,9,18,999.0,recovered,nudge_whatsapp,0.48550869889897547,0
evt_001662_59926c0a,insufficient_funds,0,11.0,22,18,1499.0,none,retry_later,0.547857682393631,1
evt_001663_d864a85e,issuer_unavailable,2,15.7,17,42,499.0,churned,stop,0.0,0
evt_001664_bb8efd7f,insufficient_funds,0,4.0,30,11,2499.0,recovered,retry_now,0.650218548573827,1
evt_001665_6590f6f9,issuer_unavailable,0,5.8,29,6,199.0,recovered,retry_now,0.7962965265056833,1
evt_001666_904d85f8,issuer_unavailable,3,16.9,14,23,999.0,recovered,retry_now,0.625421574292729,1
evt_001667_b0b42cf1,issuer_unavailable,0,1.3,31,3,499.0,none,retry_later,0.8532096601986177,1
evt_001668_421b313b,insufficient_funds,0,4.2,4,35,199.0,none,nudge_sms,0.7308562047038347,1
evt_001669_7f3b49ce,issuer_unavailable,1,42.9,31,1,499.0,recovered,voice_call,0.725119497789823,1
evt_001670_c6324e96,issuer_unavailable,0,0.5,29,6,2499.0,recovered,retry_later,0.8536232627894514,1
evt_001671_5217de00,insufficient_funds,0,10.7,27,4,499.0,none,stop,0.0,0
evt_001672_1ca864f3,insufficient_funds,2,0.5,13,7,499.0,none,retry_now,0.17735693751606785,0
evt_001673_481436c3,issuer_unavailable,1,11.1,26,19,1499.0,none,nudge_sms,0.5702128013733925,0
evt_001674_1ccec620,do_not_honor,1,5.1,30,13,499.0,churned,retry_now,0.023487940058211195,0
evt_001675_40496fcf,issuer_unavailable,0,38.1,2,27,999.0,none,escalate_human,0.898740359133293,0
evt_001676_c7dda181,do_not_honor,0,10.6,21,30,199.0,none,escalate_human,0.026857118784809644,0
evt_001677_c7c2f6ab,do_not_honor,1,7.7,5,47,999.0,recovered,nudge_whatsapp,0.024662492629723677,0
evt_001678_a4845c38,issuer_unavailable,2,38.4,12,13,999.0,none,escalate_human,0.7436663009903217,1
evt_001679_9db89c1f,insufficient_funds,0,24.6,23,7,199.0,none,escalate_human,0.6847657412110323,0
evt_001680_68932da1,insufficient_funds,3,1.3,18,15,499.0,recovered,stop,0.0,0
evt_001681_d5f38072,insufficient_funds,2,8.3,15,13,999.0,none,stop,0.0,0
evt_001682_3be665eb,stolen_card,1,18.4,10,13,1499.0,recovered,retry_later,0.01495708659314999,0
evt_001683_e1db4978,expired_card,3,0.3,30,17,499.0,none,retry_later,0.06849760372432612,0
evt_001684_9f63c14d,insufficient_funds,2,12.5,11,10,199.0,none,nudge_whatsapp,0.34700746319498554,1
evt_001685_515cb152,stolen_card,0,28.8,24,13,999.0,none,retry_now,0.014629178170484324,0
evt_001686_9a874654,expired_card,0,6.7,7,22,1499.0,none,nudge_sms,0.6146893335293688,1
evt_001687_a291840a,insufficient_funds,0,5.3,30,12,499.0,none,retry_later,0.8629487074245404,1
evt_001688_49233532,insufficient_funds,1,5.4,1,30,199.0,churned,escalate_human,0.8956687768809987,1
evt_001689_f335c4fd,issuer_unavailable,0,22.0,31,9,199.0,none,nudge_whatsapp,0.6856801139382539,0
evt_001690_ebca2e70,do_not_honor,2,30.9,20,21,1499.0,recovered,nudge_whatsapp,0.024245026490228132,1
evt_001691_e1e69abd,insufficient_funds,1,4.0,19,18,499.0,none,retry_later,0.43993321927202367,0
evt_001692_b2cafe7c,expired_card,1,5.7,24,8,199.0,none,retry_later,0.0942397189165387,0
evt_001693_5f52d7f4,insufficient_funds,1,5.2,13,13,199.0,none,nudge_sms,0.38812506518594225,0
evt_001694_1eda8a2b,stolen_card,1,7.7,18,8,1499.0,none,escalate_human,0.01618265922190452,1
evt_001695_445a3f1c,insufficient_funds,0,0.9,22,36,499.0,churned,retry_later,0.6346037848107926,1
evt_001696_4973e3f1,expired_card,1,19.6,20,15,999.0,recovered,nudge_sms,0.4892853402328664,0
evt_001697_561aaebe,issuer_unavailable,0,4.7,25,4,199.0,none,stop,0.0,0
evt_001698_dc11d1bf,insufficient_funds,0,1.0,3,8,999.0,none,stop,0.0,0
evt_001699_6d72b2e2,issuer_unavailable,0,1.3,5,36,499.0,none,nudge_sms,0.7256612054336483,0
evt_001700_e4787e5d,do_not_honor,0,12.2,31,60,199.0,churned,voice_call,0.025831238524664044,0
evt_001701_c6b62a6f,stolen_card,0,4.2,20,6,2499.0,none,retry_later,0.015217121208656299,0
evt_001702_81b97dd3,do_not_honor,3,31.9,25,32,499.0,none,escalate_human,0.025518546137680318,0
evt_001703_ecf200d7,insufficient_funds,0,9.3,6,26,499.0,none,voice_call,0.7077385244568315,1
evt_001704_c13dc7ed,insufficient_funds,0,11.6,22,6,499.0,none,escalate_human,0.6720070752204,0
evt_001705_0d4340ac,insufficient_funds,0,8.7,21,5,999.0,none,escalate_human,0.6614364054530367,1
evt_001706_68b6b573,insufficient_funds,0,10.4,23,29,1499.0,recovered,escalate_human,0.7713166607511764,1
evt_001707_50053479,insufficient_funds,1,5.8,5,1,999.0,none,retry_now,0.2766852262070091,0
evt_001708_cb54d7ec,expired_card,0,5.4,27,12,499.0,none,retry_later,0.14351169762561744,0
evt_001709_f12ab17f,insufficient_funds,0,1.4,26,10,499.0,none,nudge_sms,0.5746465198459014,0
evt_001710_20c1ea1d,insufficient_funds,2,10.4,28,5,499.0,recovered,retry_later,0.5188641732900412,0
evt_001711_36bd2f88,insufficient_funds,0,11.4,27,5,999.0,none,nudge_sms,0.5984403918734763,0
evt_001712_cad5d841,do_not_honor,0,5.6,25,14,199.0,none,retry_now,0.02389268941058276,0
evt_001713_4457c677,insufficient_funds,1,13.3,31,4,999.0,none,voice_call,0.7738185742694538,1
evt_001714_a4db8d2f,insufficient_funds,3,6.8,7,1,199.0,none,retry_now,0.13698855112364983,0
evt_001715_67207902,issuer_unavailable,2,0.8,22,35,999.0,recovered,nudge_whatsapp,0.6020218629842482,1
evt_001716_3b9402cb,expired_card,0,39.4,16,16,199.0,recovered,retry_now,0.10173266460668537,0
evt_001717_b47c0eed,do_not_honor,0,22.5,8,8,499.0,churned,stop,0.0,0
evt_001718_3d797aff,stolen_card,0,25.9,4,15,999.0,recovered,nudge_whatsapp,0.01536770556527555,0
evt_001719_112fd4b6,stolen_card,3,11.3,5,12,499.0,none,voice_call,0.015030932391980651,0
evt_001720_61719360,insufficient_funds,1,7.8,2,1,199.0,recovered,retry_now,0.4190057626340779,1
evt_001721_f6de3b99,stolen_card,2,2.8,20,12,199.0,none,retry_later,0.014701429189225852,0
evt_001722_ee07c3d2,issuer_unavailable,0,12.7,29,37,2499.0,none,voice_call,0.8768903206080029,1
evt_001723_e148fb17,issuer_unavailable,1,0.1,9,1,499.0,none,retry_now,0.6865193316340984,1
evt_001724_c9bd356c,issuer_unavailable,1,0.4,26,9,199.0,none,nudge_whatsapp,0.5702128013733925,0
evt_001725_844c9acc,stolen_card,2,43.2,3,18,199.0,none,nudge_whatsapp,0.014846987339556741,0
evt_001726_14932bb2,insufficient_funds,0,5.3,31,16,199.0,none,stop,0.0,0
evt_001727_13276421,insufficient_funds,0,22.3,11,16,999.0,recovered,nudge_sms,0.49694518485041755,0
evt_001728_53a35f3a,insufficient_funds,1,12.0,23,26,2499.0,recovered,retry_later,0.5135583600399944,1
evt_001729_ea5bdee5,expired_card,0,4.0,19,8,999.0,recovered,nudge_whatsapp,0.5902774135654585,1
evt_001730_32b5a5f0,do_not_honor,2,5.2,29,6,999.0,churned,escalate_human,0.02595735719779684,0
evt_001731_02fb50d2,insufficient_funds,0,11.8,12,11,999.0,none,retry_now,0.3220833781205552,0
evt_001732_2e56cc4d,issuer_unavailable,4,52.8,19,25,199.0,recovered,escalate_human,0.6468250485802605,0
evt_001733_8d38298f,issuer_unavailable,0,0.2,27,9,199.0,none,escalate_human,0.8524032585812423,1
evt_001734_98284b04,insufficient_funds,2,15.1,18,21,999.0,recovered,retry_later,0.3669786945483962,1
evt_001735_25231ed2,insufficient_funds,2,41.0,31,10,199.0,none,voice_call,0.7310585786300049,1
evt_001736_dc5ed7ef,insufficient_funds,4,11.8,3,14,499.0,none,nudge_sms,0.3671396533611026,1
evt_001737_791b8055,issuer_unavailable,0,2.6,9,6,199.0,none,retry_now,0.7744998584167203,1
evt_001738_a53b1056,issuer_unavailable,0,20.9,7,2,499.0,recovered,stop,0.0,0
evt_001739_20ac29e4,issuer_unavailable,2,24.4,18,25,499.0,churned,stop,0.0,0
evt_001740_d67cc5e8,issuer_unavailable,2,18.6,7,19,199.0,recovered,nudge_sms,0.4767834709484306,1
evt_001741_34402dd0,expired_card,0,34.2,29,12,2499.0,none,nudge_whatsapp,0.6418278218490907,1
evt_001742_17b9890b,insufficient_funds,0,6.0,1,5,499.0,none,stop,0.0,0
evt_001743_2de990ae,issuer_unavailable,3,1.7,6,1,499.0,recovered,voice_call,0.5269177299959364,1
evt_001744_c3a4cc1e,do_not_honor,0,43.8,11,15,199.0,recovered,stop,0.0,0
evt_001745_883675be,insufficient_funds,3,5.5,12,5,199.0,recovered,escalate_human,0.39790214983990635,1
evt_001746_4538ea76,expired_card,1,4.6,9,66,499.0,none,escalate_human,0.7831123492335256,1
evt_001747_c5ea58bf,stolen_card,2,4.2,12,9,1499.0,none,nudge_whatsapp,0.014846987339556741,0
evt_001748_a6a84489,do_not_honor,3,27.0,12,13,1499.0,none,retry_now,0.02269841923472085,0
evt_001749_6c3cd952,issuer_unavailable,1,5.6,21,12,199.0,none,retry_later,0.8021771306647723,1
evt_001750_c4a02abf,insufficient_funds,1,3.3,10,6,999.0,none,retry_later,0.39283651130897457,0
evt_001751_c4303614,do_not_honor,0,5.1,27,12,999.0,none,voice_call,0.025831238524664044,0
evt_001752_792e4626,do_not_honor,0,5.4,27,21,999.0,recovered,stop,0.0,0
evt_001753_d80709da,insufficient_funds,1,14.4,15,33,499.0,none,retry_now,0.33696806070315993,1
evt_001754_a44b53f3,insufficient_funds,1,27.5,9,14,199.0,none,nudge_sms,0.41629989194824385,1
evt_001755_01b121e1,insufficient_funds,2,0.2,7,9,999.0,churned,retry_now,0.20907161072234848,0
evt_001756_35fa57b3,insufficient_funds,1,4.7,12,25,499.0,recovered,escalate_human,0.6650288794115555,1
evt_001757_d924533d,insufficient_funds,2,14.1,24,30,199.0,recovered,nudge_whatsapp,0.4892858998458071,0
evt_001758_0759287e,insufficient_funds,1,1.5,19,1,499.0,none,retry_later,0.3586029070930249,0
evt_001759_9da48835,insufficient_funds,0,36.7,29,3,499.0,recovered,retry_later,0.7542500687819317,1
